Location,Date_Time,Temperature_C,Humidity_pct,Precipitation_mm,Wind_Speed_kmh,Location_encoded,Year,Month,Day,DayOfWeek,Hour,Season,Season_encoded,Comfort_Index
New York,2023-07-27 23:00:00,-3.0020625856400818,1.425451340538645,0.5815961406712946,-0.3416314524863955,4,2023,7,27,3,23,Summer,2,-2.6326735552447302
Chicago,2021-08-23 12:00:00,-0.03232565798272664,0.39865318859122634,0.4069420702775743,0.20760052000744847,0,2021,8,23,0,12,Summer,2,-0.3544275794362194
Chicago,2020-10-13 10:00:00,0.24811494132204387,-1.2372153313625762,2.1106228941110285,0.506281269771324,0,2020,10,13,1,10,Fall,0,0.763801533354316
San Diego,2022-03-23 15:00:00,1.0213183202101974,-0.8967894199921999,-0.31428395264121806,0.23558947184569815,8,2022,3,23,2,15,Spring,1,1.1175663828082614
Phoenix,2022-02-22 17:00:00,1.1479381354135285,-2.6353189401454444,-0.8378729323086016,-0.6201070659253144,6,2022,2,22,1,17,Winter,3,2.636028662981691
San Jose,2023-12-08 07:00:00,-2.304641335280232,-0.2417501436212437,0.8056629278104287,-1.6317582361933294,9,2023,12,8,4,7,Winter,3,-0.6497331835717007
Philadelphia,2021-07-18 08:00:00,0.8002482717764631,-0.8034652780428475,-0.8432464643853433,-1.2222320790856018,5,2021,7,18,6,8,Summer,2,1.4624796563616405
New York,2023-11-01 01:00:00,-0.8650774811645738,-0.7077215317799646,-0.8435205967029487,-0.8822577953919651,4,2023,11,1,2,1,Fall,0,0.25490320128010113
Phoenix,2022-02-06 02:00:00,0.1375291367572903,-1.8116629368665231,0.4492579101199336,0.12351169073160592,6,2022,2,6,6,2,Winter,3,1.2093021817967964
San Antonio,2022-08-05 20:00:00,0.037770351012323865,-1.21507293462232,-0.9272672080716238,0.20753086240031426,7,2022,8,5,4,20,Summer,2,0.7314846302754855
Los Angeles,2023-10-11 03:00:00,-0.6600401873512651,-1.3888851119928942,-0.8912226744837836,0.28421155489699834,3,2023,10,11,2,3,Fall,0,0.3881387506487459
Los Angeles,2020-11-14 16:00:00,0.23795545359283637,-0.4807127844146862,-0.7292547396631025,-0.35939086836258355,3,2020,11,14,5,16,Fall,0,0.589650793240521
Houston,2023-08-09 16:00:00,-1.0968566703474252,1.4345885432545176,-0.9783384412484627,1.6830413371723143,2,2023,8,9,2,16,Summer,2,-2.2228613897964715
Chicago,2021-08-29 22:00:00,-1.2474775444385935,0.8481521317238134,-0.3062598770909897,1.474954407094961,0,2021,8,29,6,22,Summer,2,-1.858899688566245
Houston,2023-03-11 02:00:00,-0.2625260678354167,0.5160638641452354,-0.9941153108254784,-0.6357591728874958,2,2023,3,11,5,2,Spring,1,-0.25852446741659835
Dallas,2020-03-22 15:00:00,1.4085260614384112,-0.13530151111773106,2.0086014516035364,-0.9617563737181202,1,2020,3,22,6,15,Spring,1,1.306479438688261
Los Angeles,2021-10-13 07:00:00,0.20694078185021667,0.3489325638990182,1.2505944622674616,0.5899820578953076,3,2021,10,13,2,7,Fall,0,-0.3175903954593452
Los Angeles,2023-12-17 04:00:00,0.4607153627698753,0.8927166996758842,-0.8723439422082988,-1.259076522057139,3,2023,12,17,6,4,Winter,3,0.1719956851099323
New York,2022-09-29 07:00:00,0.38530354180731546,1.088765549107319,-0.7697451394674288,0.49111512722275497,4,2022,9,29,3,7,Fall,0,-0.6498849340848298
Dallas,2020-03-08 05:00:00,-1.6634067264102592,0.4390889627162156,-0.9604377843646766,1.6976688278944922,1,2020,3,8,6,5,Spring,1,-1.931764634782758
Dallas,2020-06-09 03:00:00,-0.036381907644425386,1.3289755547803823,-0.9006218974691248,1.0264291261905416,1,2020,6,9,1,3,Summer,2,-1.2618236246389456
Dallas,2021-03-18 18:00:00,1.9005107091463203,0.7348391916978072,-0.7981898593077554,-1.372297417300639,1,2021,3,18,3,18,Spring,1,1.1975605985952908
Phoenix,2023-10-03 18:00:00,1.3318990347518418,-2.0240313225061595,-0.8376540483990678,0.12083481265076793,6,2023,10,3,1,18,Fall,0,2.0788270871789463
San Diego,2021-12-30 02:00:00,0.4675498128587242,-0.8180725385747099,-0.9577025976696102,0.718442692474852,8,2021,12,30,3,2,Winter,3,0.548585340177122
San Diego,2022-05-18 11:00:00,0.6258081980152955,-1.1078951625946072,-0.8450599843405848,-1.5632329704908292,8,2022,5,18,2,11,Spring,1,1.6788803807463564
Houston,2022-10-31 21:00:00,-0.992429948348223,1.2084121022765122,-0.15619397377407132,0.11995331028686729,2,2022,10,31,0,21,Fall,0,-1.4331251321366993
Philadelphia,2022-11-11 01:00:00,-0.30816014450968554,-0.012171848478685092,4.516571695135933,-0.40168144798402483,5,2022,11,11,4,1,Fall,0,-0.031860198117074696
Philadelphia,2022-01-21 20:00:00,-0.6277188887853578,0.26458372675516295,1.174369791684834,0.9340477135739081,5,2022,1,21,4,20,Winter,3,-0.9016966842557195
Philadelphia,2023-03-07 06:00:00,-2.2862709450439116,-1.326538898075329,0.23368153474760586,-0.9461039714417289,5,2023,3,7,1,6,Spring,1,-0.19162663584294243
Dallas,2020-02-06 23:00:00,-0.6202717156847994,1.2627486845376232,-0.9611295789826892,1.03883389626956,1,2020,2,6,3,23,Winter,3,-1.5811183011197412
Phoenix,2021-03-22 14:00:00,1.8794806769714738,-0.5111606240177867,0.24348840416213585,-1.436055446236976,6,2021,3,22,0,14,Spring,1,2.0136302947661306
San Diego,2023-09-01 01:00:00,-0.2509346903143351,-0.19090539893859587,-0.4063767790836938,0.3469525144939525,8,2023,9,1,4,1,Fall,0,-0.15891110821901747
Philadelphia,2023-08-20 16:00:00,-0.8017557642401285,-0.35402759486711105,-0.41554637141089246,-1.3367393237211596,5,2023,8,20,6,16,Summer,2,0.2336061251909104
Dallas,2022-10-17 06:00:00,0.1741300532323503,0.4697576562850658,-0.3189845876337716,1.408780870525632,1,2022,10,17,0,6,Fall,0,-0.719393998668459
Los Angeles,2023-06-30 03:00:00,0.9791392141974831,-0.7220695137399533,-0.9309259958321028,-1.1544646707713402,3,2023,6,30,4,3,Summer,2,1.494272894066612
Chicago,2022-01-18 11:00:00,0.2919604070689864,-1.1537964553634605,-0.10729983500216833,1.4417677738792987,0,2022,1,18,1,11,Winter,3,0.3898385162228374
Houston,2023-11-17 16:00:00,-0.021089582426362847,1.8618926649906988,-0.5878038967073197,0.9183835801824815,2,2023,11,17,4,16,Fall,0,-1.556825659806075
New York,2023-01-08 13:00:00,-0.3832249493701912,-0.744622932235494,0.5447687221775855,1.5406637747152372,4,2023,1,8,6,13,Winter,3,-0.3246824483845723
Philadelphia,2021-09-06 11:00:00,0.49432449923168503,0.702147182371145,-0.34017684236790674,-0.10605981664593926,5,2021,9,6,0,11,Fall,0,-0.11181681341968329
Chicago,2020-02-05 17:00:00,0.8131949880596789,-1.2561130873732933,0.37342868907215737,0.47373162718699385,0,2020,2,5,2,17,Winter,3,1.1340665863934667
Los Angeles,2020-04-10 20:00:00,0.9999011024226805,0.9802504564643647,0.7734891241236834,1.4866062563072096,3,2020,4,10,4,20,Spring,1,-0.5725955312318048
Los Angeles,2021-11-03 07:00:00,-0.4737157790335772,-0.9065304001276496,0.3037652452986391,-1.7208609758743436,3,2021,11,3,2,7,Fall,0,0.9339821817396511
Philadelphia,2022-12-25 01:00:00,-0.1867320546107745,1.461140014334994,-0.8270628296334777,0.1787736250563069,5,2022,12,25,6,1,Winter,3,-1.1249732055977204
Phoenix,2022-11-27 19:00:00,0.6484902752768046,-0.15064520394965228,-0.3530620528202506,-0.8558606373638618,6,2022,11,27,6,19,Fall,0,0.8117816157931177
Philadelphia,2020-05-25 08:00:00,1.111924247709266,1.3082405093356864,-0.4603049653304198,-0.1852735055635578,5,2020,5,25,0,8,Spring,1,-0.09603028335028016
New York,2021-08-17 16:00:00,-1.4797096931380225,-1.1936073116372548,4.750104082113992,-0.7953481352150139,4,2021,8,17,1,16,Summer,2,0.16038836702390474
Houston,2023-06-29 01:00:00,0.6608471798566306,0.18384742856461245,-0.8934509265107362,-1.4134194322069984,2,2023,6,29,3,1,Summer,2,0.8099130907906704
Philadelphia,2021-01-16 10:00:00,0.7218602553213644,0.18001942552263822,0.49736703044312786,-1.180932571534538,5,2021,1,16,5,10,Winter,3,0.763533677363056
Dallas,2023-06-16 08:00:00,-1.4432081161313342,0.4507229246065959,-0.8641587655471141,-1.2118682790324895,1,2023,6,16,4,8,Summer,2,-0.7255588326933184
Dallas,2022-07-16 01:00:00,-0.0824252078698254,0.7057547186300973,0.37694890726022245,0.31319688133838813,1,2022,7,16,5,1,Summer,2,-0.6227419248342146
Houston,2021-03-07 20:00:00,-0.9069188719232233,0.24696271746532122,-0.8330285276066889,1.0758229628688416,2,2021,3,7,6,20,Spring,1,-1.1138262599277415
New York,2023-04-21 15:00:00,1.5593606801172464,1.3933839228755562,-0.4661828899403909,-0.45857194549989844,4,2023,4,21,4,15,Spring,1,0.2242358335144431
Phoenix,2023-05-06 13:00:00,0.8288354293901944,-0.6093456909323068,-0.09258864579871558,0.022218194934102115,6,2023,5,6,5,13,Spring,1,0.893058538314481
Phoenix,2020-05-04 12:00:00,0.7399172273442569,-0.16862179627568744,-0.650670873072323,-0.3441771157823113,6,2020,5,4,0,12,Spring,1,0.6896373795563442
Los Angeles,2021-04-14 23:00:00,0.5790624909074731,0.17805309289191845,-0.13088336919084315,-0.8694130304240172,3,2021,4,14,2,23,Spring,1,0.5618572681278751
San Jose,2021-05-17 09:00:00,-0.4885191442029923,0.3105563619551787,0.58772269589235,-0.8613478525735896,9,2021,5,17,0,9,Spring,1,-0.18041942602459649
Philadelphia,2021-12-11 17:00:00,-0.24508072816748505,-0.6842215616793805,0.2519362127334231,-0.31950182520194925,5,2021,12,11,5,17,Winter,3,0.41064088703307533
Chicago,2023-11-26 12:00:00,-0.06829867171210034,1.1855925678323849,0.5292259383748396,-1.627562691661296,0,2023,11,26,6,12,Fall,0,-0.20455162509513747
Phoenix,2021-10-10 04:00:00,1.202082329002289,-1.3452178460149877,-0.8661312650900536,-0.13612344922976657,6,2021,10,10,6,4,Fall,0,1.6559040853094542
San Antonio,2021-11-21 18:00:00,-0.3481303651330084,-0.29567028576717863,-0.015327910738346573,-1.0563614043089673,7,2021,11,21,6,18,Fall,0,0.36966143644540567
Phoenix,2021-07-26 18:00:00,-0.764942494300026,-0.28027312830396706,-0.06563132527532506,-1.7197055141953606,6,2021,7,26,0,18,Summer,2,0.3504875971378932
San Jose,2020-12-19 16:00:00,-0.9902405051574347,-1.1257589636409056,-0.5068670399854185,-1.1775328216811203,9,2020,12,19,5,16,Winter,3,0.557944653034733
Houston,2020-06-10 02:00:00,1.5813012025570317,1.4832993924574642,-0.4258207150035783,-1.2129684300834518,2,2020,6,10,2,2,Summer,2,0.45929858637510523
San Jose,2023-04-25 22:00:00,0.035609337165598914,0.5478473469311671,1.9894343010283222,-0.4443134572429007,9,2023,4,25,1,22,Spring,1,-0.16751846768919795
Houston,2023-12-18 01:00:00,-0.5421217726693901,0.421667465986222,-0.6975020642398511,0.004592259569073137,2,2023,12,18,0,1,Winter,3,-0.6061557862052147
Los Angeles,2022-08-16 01:00:00,-0.20956911408832268,-0.6239326350686522,-0.8984067999071129,1.4676798309905468,3,2022,8,16,1,1,Summer,2,-0.2692980818306261
Dallas,2020-06-17 10:00:00,-0.7488867310270464,-0.5174797575806388,-0.7219859576394114,1.3943261396888236,1,2020,6,17,2,10,Summer,2,-0.6411067184200548
Los Angeles,2023-05-10 21:00:00,0.8416976247447973,0.6825087665638094,-0.14918444790726018,1.6381394639350868,3,2023,5,10,2,21,Spring,1,-0.5332160059869847
New York,2021-12-14 15:00:00,-1.7023020321803897,-0.26487273950333495,0.5475698941672689,1.162513605808863,4,2021,12,14,1,15,Winter,3,-1.3021566163470535
Philadelphia,2021-09-30 07:00:00,0.29525082193998564,-0.648378426212716,-0.71098773440937,1.057497474867823,5,2021,9,30,3,7,Fall,0,0.20768969929449013
San Diego,2020-03-07 12:00:00,-0.595383198080484,-0.4346802195524332,-0.3323077397095169,0.704406187965732,8,2020,3,7,5,12,Spring,1,-0.3448017963577213
Chicago,2022-02-25 12:00:00,0.941330621330415,0.5283849684035088,-0.6890168642373289,-0.4070841546640752,0,2022,2,25,4,12,Winter,3,0.3858005757592942
San Jose,2021-10-14 09:00:00,1.2879112791263263,-1.2561481922369166,-0.30065041787733526,-0.4099483557987244,9,2021,10,14,3,9,Fall,0,1.7524266146623202
San Jose,2023-09-02 04:00:00,-0.02453262331486364,-0.7013989120796404,0.5994441746992927,0.8882093428544171,9,2023,9,2,5,4,Fall,0,0.10893857502349232
San Antonio,2023-08-11 19:00:00,-0.603495299021876,1.238422534311752,-0.8292578156623015,1.0214923618149399,7,2023,8,11,4,19,Summer,2,-1.5486938320666033
San Jose,2021-03-05 17:00:00,-0.1800801970733894,-0.531607565036812,-0.5235762503743406,1.0015826571604223,9,2021,3,5,4,17,Spring,1,-0.13807713916478612
Los Angeles,2023-02-02 17:00:00,-0.23433498036306108,-0.11461565794709767,-0.1468654798824461,0.9171796523840685,3,2023,2,2,3,17,Winter,3,-0.40950407217176554
San Antonio,2020-04-25 15:00:00,0.779190678896591,-1.220377544974437,0.2836982632814262,0.21574888477680668,7,2020,4,25,5,15,Spring,1,1.1858147456250172
Houston,2023-04-23 07:00:00,-1.1374908759889315,1.4804770880008953,-0.8597503808265201,-0.5743145663015773,2,2023,4,23,6,7,Spring,1,-1.4403341617115584
Dallas,2023-06-13 22:00:00,-0.996439438650626,0.3273891196807369,-0.5657344000715314,-0.23087383673008618,1,2023,6,13,1,22,Summer,2,-0.7360728350047852
Dallas,2020-08-31 16:00:00,-0.3019792787326821,0.029684540742234415,0.21947667889495534,-0.1304662688990612,1,2020,8,31,0,16,Summer,2,-0.1556991166445233
Phoenix,2022-06-24 16:00:00,1.4248802870383823,-0.2789469166985841,1.5045232826031596,1.6044730414161688,6,2022,6,24,4,16,Summer,2,0.45773227831755325
Chicago,2022-09-22 12:00:00,-0.209651670288702,-0.16831945927560274,0.15900017929749033,-0.20962254170308428,0,2022,9,22,3,12,Fall,0,0.05815484419201092
San Antonio,2022-06-17 02:00:00,0.6426168561676949,-1.2126225913777298,-0.8124393101520532,-0.24936851268851412,7,2022,6,17,4,2,Summer,2,1.2696558031138134
New York,2020-07-16 04:00:00,1.1943238641323979,-0.6166492653915561,2.968569224853438,0.13780924527117447,4,2020,7,16,3,4,Summer,2,1.0786932883825031
Chicago,2023-09-21 23:00:00,-0.6766601187237611,-0.5751054429529389,-0.6095434473318366,0.9217896121861943,0,2023,9,21,3,23,Fall,0,-0.3844161670671969
San Jose,2023-07-18 20:00:00,0.6178836913359145,-1.3303223086226736,0.7395069024097985,-0.5505070386004026,9,2023,7,18,1,20,Summer,2,1.4422501491766575
New York,2023-03-14 07:00:00,1.4958470210312393,0.9591566085425901,-0.5789776477185612,1.0736886858244241,4,2023,3,14,1,7,Spring,1,-0.10219317546083291
Los Angeles,2023-06-05 04:00:00,0.6783886568669317,-1.1244922776529591,0.8594146060496489,0.16214112953070278,3,2023,6,5,0,4,Summer,2,1.0820036846469696
New York,2020-04-15 05:00:00,-0.14595759588284216,-1.4042391004074304,1.030745476273346,-0.7432677040180253,4,2020,4,15,2,5,Spring,1,1.0938254546541453
San Jose,2023-05-09 08:00:00,0.4769944408789794,-0.5615645074527706,0.6555191703570646,-0.6171314873594924,9,2023,5,9,1,8,Spring,1,0.8838368727850331
San Diego,2020-11-02 09:00:00,1.5100039521578945,-0.3407857960896911,-0.8145174381645888,-0.1631143543858955,8,2020,11,2,0,9,Fall,0,1.205268429536916
San Diego,2020-05-17 02:00:00,0.061605719036523406,-1.1963562398528003,-0.9310594157479292,-0.6283722965159269,8,2020,5,17,6,2,Spring,1,1.0439480923688167
Chicago,2021-08-08 05:00:00,-0.5872081865608344,-1.1880624015919248,0.24800094828033892,0.17752288288888476,0,2021,8,8,6,5,Summer,2,0.34249957319371155
Phoenix,2022-03-28 09:00:00,-0.40690353561444764,-2.6421510807823587,1.4504162655568935,-0.8331668594240944,6,2022,3,28,0,9,Spring,1,1.7674682565828606
Chicago,2022-12-01 03:00:00,-0.39010079765713135,-0.5104040667083529,-0.7019985022576397,-0.34812748758358997,0,2022,12,1,3,3,Winter,3,0.22012424827984772
San Jose,2023-04-02 04:00:00,1.359029067698251,-0.9025489316766647,-0.8696529885233678,1.5835635382793212,9,2023,4,2,6,4,Spring,1,0.8282079297350049
Houston,2021-09-04 12:00:00,-0.04656295265814536,1.6744847876517088,-0.5704112356598895,-1.0568108315390843,2,2021,9,4,5,12,Fall,0,-0.71886400871922
San Diego,2022-03-03 16:00:00,1.8021551818606707,-1.1179820696519107,-0.026712262273624058,-0.08097209300158323,8,2022,3,3,3,16,Spring,1,1.8559944218542659
Dallas,2020-03-15 03:00:00,0.24730278092743685,-0.2385232092632719,0.1349157524266779,0.4928699984583791,1,2020,3,15,6,3,Spring,1,0.12281182014973321
San Jose,2021-08-30 13:00:00,-0.36361079958897863,-0.7817727326987155,-0.06260035790409572,-0.9850714692845474,9,2021,8,30,0,13,Summer,2,0.6479210556080076
San Jose,2022-03-09 06:00:00,0.1825914803342526,0.9762212156809242,-0.6960833952093858,1.3274455050712086,9,2022,3,9,2,6,Spring,1,-1.0113857400210742
Houston,2022-12-25 15:00:00,0.899041509525879,1.9148041581546382,-0.3702794701873546,-0.8014510882673991,2,2022,12,25,6,15,Winter,3,-0.389911822328441
New York,2023-10-01 12:00:00,-1.1550820730596705,-0.7375978750804577,-1.0012826634162648,0.6612505528913275,4,2023,10,1,6,12,Fall,0,-0.47570656612451445
Houston,2023-11-29 23:00:00,-1.2019365240330888,2.08212747231678,-0.6044319738997237,1.4207514870463585,2,2023,11,29,2,23,Fall,0,-2.60844865101857
Los Angeles,2020-08-24 10:00:00,0.5841248982435387,-0.37198519383267026,-0.9222315437412864,0.35880759595034883,3,2020,8,24,0,10,Summer,2,0.46500820276716
San Jose,2023-04-23 08:00:00,1.357187268735418,0.046911303197513514,-0.08191934385899698,0.7989250045601455,9,2023,4,23,6,8,Spring,1,0.5043906172203647
San Antonio,2022-02-23 08:00:00,-1.123776085415242,-0.42188672763811064,0.30453694365121287,1.4853271053715338,7,2022,2,23,2,8,Winter,3,-0.9661675061879953
New York,2021-10-30 09:00:00,-1.4325812165115115,-0.43300794488505334,-0.057991518715505494,-0.6665193375333601,4,2021,10,30,5,9,Fall,0,-0.3501117700059458
San Diego,2021-07-11 16:00:00,0.8374463349330941,-0.7766221509085968,-0.2784258610657835,0.2713067432059584,8,2021,7,11,6,16,Summer,2,0.9140772096445754
Dallas,2023-01-29 00:00:00,-1.900190195346947,-1.0585853877683846,2.612487743370122,1.352549733111985,1,2023,1,29,6,0,Winter,3,-0.9808009079892124
Phoenix,2020-05-23 21:00:00,0.5657579300139151,-1.666318339973004,-0.3754045351398577,0.43515576602115075,6,2020,5,23,5,21,Spring,1,1.2619930928579373
New York,2022-12-31 07:00:00,0.46347324148822017,1.29236251156561,-0.7113031092364059,-0.3518045063697705,4,2022,12,31,5,7,Winter,3,-0.42104251931428316
San Diego,2020-08-30 15:00:00,0.1692541376417145,0.7788488615740423,-0.37727969279568974,-1.6646644216028945,8,2020,8,30,6,15,Summer,2,0.21753552580730517
San Jose,2021-01-12 20:00:00,1.581084475416277,0.4568452330988083,-0.4323329423261267,-0.3043538720755674,9,2021,1,12,1,20,Winter,3,0.7856451937960646
San Diego,2022-06-07 23:00:00,-0.5326611910404326,-1.144120871499039,-0.7036870239731403,0.5741823920564438,8,2022,6,7,1,23,Summer,2,0.20040929804912358
Chicago,2020-02-09 08:00:00,-0.7976113770874713,1.1050742179818887,-0.9915831164101307,-1.6998478312717817,0,2020,2,9,6,8,Winter,3,-0.5722431629806083
Houston,2023-05-31 18:00:00,1.1551268457217585,1.2842232913158347,-0.5636589117121827,-0.4415921249042901,2,2023,5,31,2,18,Spring,1,0.040991085868399044
New York,2023-04-03 18:00:00,0.025743106613449234,-1.0824909217075902,-0.8392372550968792,0.2334927777878204,4,2023,4,3,0,18,Spring,1,0.6288044155577533
Dallas,2022-03-15 22:00:00,-1.0234018071451318,-0.42237503050217406,1.0889171766755363,-1.675897351384772,1,2022,3,15,1,22,Spring,1,0.26783805732131166
Philadelphia,2022-05-04 06:00:00,-0.8776994562730861,-0.5058601997876951,-0.8639570967956027,-1.5747225087887369,5,2022,5,4,2,6,Spring,1,0.37348724694526714
Los Angeles,2021-09-25 09:00:00,0.03853067061575558,0.3236412019469404,-0.2832575985555012,-0.08896518991012063,3,2021,9,25,5,9,Fall,0,-0.15259191979874417
Chicago,2023-08-11 20:00:00,0.8860463854738472,0.556250941020742,-0.8787126716661491,0.6601802048700314,0,2023,8,11,4,20,Summer,2,-0.061817479966553436
New York,2022-08-19 01:00:00,-0.4515338292414486,-0.5257529190400131,-0.8347446916733988,0.05128976065461263,4,2022,8,19,4,1,Summer,2,0.0443203416659174
Chicago,2022-11-12 16:00:00,-0.927444085759679,0.8581634832592184,0.956774672096527,-1.7032996612607245,0,2022,11,12,5,16,Fall,0,-0.4908746864915298
San Diego,2022-03-17 08:00:00,-0.449675133441746,-0.9927348237872367,-0.8392263623012078,-0.47461730914838124,8,2022,3,17,3,8,Spring,1,0.5422888080376468
San Antonio,2022-04-23 02:00:00,1.291811078842865,1.3544791913448606,-0.8086212996629937,-0.024569056606486436,7,2022,4,23,5,2,Spring,1,-0.07536746738747678
Dallas,2021-02-04 22:00:00,0.708665129947947,-0.8737045335463767,-0.41561674168632723,-1.571882465690529,1,2021,2,4,3,22,Winter,3,1.5814585804704162
San Jose,2021-08-31 05:00:00,-0.5878884203878663,1.34084236261004,0.6515579127176291,0.10080530570300685,9,2021,8,31,1,5,Summer,2,-1.2639274088807524
New York,2021-06-08 19:00:00,-1.0472284619239145,0.8097765013648418,-0.34390253090524237,0.4730873077859906,4,2021,6,8,1,19,Summer,2,-1.3399819465888134
San Diego,2020-08-09 07:00:00,1.0294713093905197,-0.040815314834168365,-0.46493543772145696,1.395537995114414,8,2020,8,9,6,7,Summer,2,0.13920491345949854
San Antonio,2021-02-19 00:00:00,-1.5658884528000436,1.1391190549181107,-0.8844057922651708,0.21550564340681175,7,2021,2,19,4,0,Winter,3,-1.774883815416478
Philadelphia,2021-05-23 16:00:00,-0.7322799570106631,0.3553476285541298,1.4676567925871096,1.5486798238183954,5,2021,5,23,6,16,Spring,1,-1.2522935984439194
Houston,2021-07-28 04:00:00,0.997183455320153,1.220984672622064,0.6354122849943168,1.2149757746720986,2,2021,7,28,2,4,Summer,2,-0.6291235676939761
San Jose,2021-04-17 01:00:00,-0.7484145865770061,-0.36966743684584985,-0.39947088466221686,0.5243285646325371,9,2021,4,17,5,1,Spring,1,-0.4137409833954182
Phoenix,2021-08-28 20:00:00,0.5577877081356176,-0.05933433483783849,-0.03423866097264246,1.3005471680384462,6,2021,8,28,5,20,Summer,2,-0.102399376943282
Phoenix,2021-11-06 02:00:00,1.211608207854134,-0.6311913122772044,-0.34180240210224017,-1.3151171366419094,6,2021,11,6,5,2,Fall,0,1.6374435714202964
Houston,2023-02-13 05:00:00,0.3960268146595576,1.987263635615019,-0.4598723352555287,0.21727002807916093,2,2023,2,13,0,5,Winter,3,-1.122482225923843
Houston,2020-09-06 20:00:00,2.4658989126309683,1.7390318771120803,-0.709819833215444,0.6950543440932583,2,2020,9,6,6,20,Fall,0,0.1281019875009384
Philadelphia,2023-04-16 13:00:00,-0.3990673912815668,-0.0807091866203182,0.230485996027826,0.35384623630001405,5,2023,4,16,6,13,Spring,1,-0.32338555998350305
Dallas,2020-08-27 01:00:00,-0.38670438000699814,-1.3121845371710306,-0.5510966142507966,-1.4726268701897614,1,2020,8,27,3,1,Summer,2,1.157386009777007
Philadelphia,2020-06-10 04:00:00,1.4429368254730544,1.1898397741696536,-0.1283987135856825,0.7671299812911658,5,2020,6,10,2,4,Summer,2,-0.17000451839594186
Houston,2022-06-06 10:00:00,-0.24141192234112605,1.6451370439625386,0.29009254075203816,-0.26186210272052485,2,2022,6,6,0,10,Summer,2,-1.1139763493869734
San Jose,2022-08-02 11:00:00,0.9943565863921922,-1.0832714401854797,-0.2678823807930847,1.580428369875013,9,2022,8,2,1,11,Summer,2,0.7228955790597539
Chicago,2021-06-10 23:00:00,0.37665194183419576,-0.5571927695801633,-0.0894353180754961,-0.9624241706472428,0,2021,6,10,3,23,Summer,2,0.9476149058267563
Phoenix,2020-01-10 01:00:00,1.0058322332907406,-1.1208712236256717,-0.46494259113344577,-0.4057578070071916,6,2020,1,10,4,1,Winter,3,1.490733314651047
Houston,2022-11-07 16:00:00,-1.116243563707175,0.7697356858563402,-0.3177901940878226,-0.8710184415538332,2,2022,11,7,0,16,Fall,0,-0.857942526727545
San Antonio,2022-06-29 17:00:00,0.16831971388280398,-0.7800532738566376,-0.4563876342291195,0.41623636185503976,7,2022,6,29,2,17,Summer,2,0.45286667039954226
Los Angeles,2022-03-02 14:00:00,-0.39271712519941393,-0.3693678597324703,2.249947665506892,0.6522701961955482,3,2022,3,2,2,14,Spring,1,-0.24359474534650583
San Jose,2023-12-18 12:00:00,-0.6309778383817509,-0.2656225928616547,0.30037193711578397,-0.6564277874776582,9,2023,12,18,0,12,Winter,3,0.028760458293091783
Chicago,2021-02-09 13:00:00,-2.1558429323958634,1.357700716667612,0.206459042651666,0.9610729350115751,0,2021,2,9,1,13,Winter,3,-2.5538352379757465
San Diego,2021-11-11 15:00:00,1.2867265458291035,1.329373839139485,0.6446770351297636,-0.8064704493446914,8,2021,11,11,3,15,Fall,0,0.22768714580330726
Phoenix,2022-01-19 23:00:00,0.09289587592181946,-1.6789448473415538,-0.8123145383593464,-0.13536832308996788,6,2022,1,19,2,23,Winter,3,1.1921944067501882
Houston,2023-10-19 15:00:00,-0.6558049275394542,0.36542873410201265,-0.9056561198150866,-1.336710948168169,2,2023,10,19,3,15,Fall,0,-0.1420355925933945
Philadelphia,2021-08-20 09:00:00,1.0227114984038466,1.3656532547981703,2.444809075725534,-0.6821762402198831,5,2021,8,20,4,9,Summer,2,-0.003499330714551241
Chicago,2020-08-12 21:00:00,-1.0978433601775777,1.2413741423571478,-0.9112755295284868,1.3363971216430848,0,2020,8,12,2,21,Summer,2,-1.970047584517717
San Jose,2022-07-23 09:00:00,0.777688423473364,-0.8852342465173864,-0.7690231430487402,0.0480473636173654,9,2022,7,23,5,9,Summer,2,1.0304746781183602
Los Angeles,2023-11-19 10:00:00,-0.2033872792858028,1.4802713522571544,0.5225160522361725,0.7064228534289001,3,2023,11,19,6,10,Fall,0,-1.3431964683144304
San Diego,2022-06-25 11:00:00,0.3943071067634804,-1.2784117848069816,2.829843673735026,-1.2147804069613466,8,2022,6,25,5,11,Summer,2,1.5181341420820378
Los Angeles,2020-04-18 17:00:00,-0.03713596435694472,0.6098887078220444,1.888662873621327,-1.6558576512779275,3,2020,4,18,5,17,Spring,1,0.19710424656305264
San Jose,2020-02-03 05:00:00,-1.4799248191210328,-0.9129768572293174,-0.8866849733745555,-1.5649241867326193,9,2020,2,3,0,5,Winter,3,0.2642535568148998
Dallas,2021-06-10 00:00:00,-1.601077129416301,-0.31326338001739035,3.0800073104749326,0.7669619158319805,1,2021,6,10,3,0,Summer,2,-1.0622272455043575
Phoenix,2021-12-28 13:00:00,0.3947925694382214,-1.0345175209821327,2.5520751232090113,1.252436457278929,6,2021,12,28,1,13,Winter,3,0.4459153993248411
Chicago,2020-03-08 18:00:00,-2.0463121010537013,1.0967626377544528,4.058563969420367,1.1205112183459565,0,2020,3,8,6,18,Spring,1,-2.377248062280731
Dallas,2020-07-17 21:00:00,-1.997693836145665,1.0534378672580245,-0.6756986549467097,-0.23595909072837648,1,2020,7,17,4,21,Summer,2,-1.8164778806405615
